WORD,WORD_LOWER,HAP_MEAN,HAP_STD,ANG_MEAN,ANG_STD,SAD_MEAN,SAD_STD,FEA_MEAN,FEA_STD,DIS_MEAN,DIS_STD,BasicEmoCat conservative,BasicEmoCat liberal
SCHLAG,schlag,1,0,2.818181818,1.332250643,1.590909091,0.908116361,2.727272727,1.351606388,1.272727273,0.550481883,,ANG
SCHLAGER,schlager,1.619047619,1.116968687,1.761904762,1.220850601,1.095238095,0.43643578,1.047619048,0.21821789,1.571428571,0.978336781,,ANG
SCHLAMPE,schlampe,1.19047619,0.872871561,3.285714286,1.45405836,1.380952381,0.74001287,1.523809524,1.123345344,2.714285714,1.616875293,,ANG
SCHLEIM,schleim,1.142857143,0.654653671,1.476190476,0.92838826,1.047619048,0.21821789,1.285714286,0.717137166,4.095238095,1.179184545,DIS,DIS
SCHLINGE,schlinge,1.19047619,0.679635757,2,1.048808848,1.380952381,0.669043382,2.714285714,1.419255338,1.571428571,0.9258201,,FEA
SCHLOSS,schloss,3.19047619,1.400680107,1.19047619,0.511766316,1.047619048,0.21821789,1.19047619,0.511766316,1,0,HAP,HAP
SCHLUCHT,schlucht,1.476190476,1.030487633,1.238095238,0.538958431,1.333333333,0.658280589,3,1.378404875,1.19047619,0.511766316,FEA,FEA
SCHMERZ,schmerz,1.19047619,0.872871561,2.666666667,1.316561177,2.428571429,1.121223821,3.047619048,1.203170415,1.476190476,0.980767435,,FEA
SCHMINKE,schminke,2.714285714,1.45405836,1.19047619,0.511766316,1,0,1,0,1.380952381,0.669043382,,HAP
SCHMUCK,schmuck,3.380952381,1.596126263,1.047619048,0.21821789,1,0,1,0,1,0,HAP,HAP
SCHMUTZ,schmutz,1.19047619,0.872871561,2.476190476,1.289148852,1.333333333,0.795822426,1.238095238,0.700340053,2.80952381,1.327367606,,DIS
SCHNAPS,schnaps,1.904761905,1.179184545,1.428571429,0.746420027,1.047619048,0.21821789,1.333333333,0.730296743,2.142857143,1.525965736,,DIS
SCHNECKE,schnecke,1.857142857,1.276154939,1.333333333,0.912870929,1.095238095,0.300792604,1.047619048,0.21821789,2.047619048,1.4309504,,DIS
SCHNEE,schnee,3.380952381,1.359271514,1.428571429,0.676123404,1.095238095,0.300792604,1.333333333,0.577350269,1.19047619,0.402373908,HAP,HAP
SCHOCK,schock,1,0,2.19047619,1.289148852,1.952380952,1.283596139,3.19047619,1.569045813,1.095238095,0.300792604,,FEA
SCHONUNG,schonung,2.45,1.145931017,1.15,0.489360485,1.15,0.366347549,1.1,0.307793506,1.05,0.223606798,HAP,HAP
SCHRANK,schrank,1.35,0.670820393,1.1,0.307793506,1,0,1.05,0.223606798,1,0,,HAP
SCHRAUBE,schraube,1.285714286,0.717137166,1.142857143,0.478091444,1,0,1.047619048,0.21821789,1.047619048,0.21821789,,HAP
SCHRECK,schreck,1.35,0.933302004,1.85,0.87509398,1.3,0.571240571,2.75,1.251315098,1.05,0.223606798,,FEA
SCHREI,schrei,1.238095238,0.889087279,2.571428571,1.164964745,1.857142857,1.014185106,3.142857143,1.558387445,1.238095238,0.624880941,,FEA
SCHRITT,schritt,1.666666667,1.154700538,1,0,1,0,1.142857143,0.358568583,1.285714286,0.956182887,,HAP
SCHROFF,schroff,1.238095238,0.700340053,2.523809524,0.980767435,1.238095238,0.624880941,1.857142857,1.014185106,1.19047619,0.511766316,,ANG
SCHROTT,schrott,1.285714286,0.783763813,2.285714286,1.23056317,1.19047619,0.402373908,1.19047619,0.402373908,1.714285714,1.10194633,,ANG
SCHUFT,schuft,1.045454545,0.213200716,2.772727273,1.377776614,1.227272727,0.685344417,1.409090909,0.734139659,1.181818182,0.664498639,,ANG
SCHUH,schuh,2.090909091,1.341963413,1.136363636,0.467562529,1.136363636,0.639602149,1,0,1.136363636,0.351250087,,HAP
SCHULD,schuld,1,0,2.363636364,1.176979773,2.363636364,1.432462234,2.318181818,1.286796082,1.181818182,0.501081082,,
SCHULE,schule,2.181818182,0.852802865,1.636363636,0.902137913,1.318181818,0.567900363,1.5,0.859124693,1.136363636,0.467562529,,HAP
SCHURKE,schurke,1.238095238,0.538958431,2.523809524,1.209092537,1.047619048,0.21821789,1.666666667,1.016530045,1.19047619,0.872871561,,ANG
SCHÜRZE,schürze,1.380952381,0.804747816,1.047619048,0.21821789,1.047619048,0.21821789,1.047619048,0.21821789,1.476190476,1.030487633,,DIS
SCHUTT,schutt,1,0,1.95,1.190974833,1.45,0.759154655,1.5,0.688247202,1.55,0.686332741,,ANG
SCHUTZ,schutz,2.454545455,1.438493681,1,0,1.090909091,0.294244943,1.681818182,0.945483683,1,0,,HAP
SCHWÄCHE,schwäche,1.238095238,0.538958431,2.428571429,1.287300609,1.952380952,1.023532631,2.619047619,1.116968687,1.285714286,0.560611911,,FEA
SCHWAMM,schwamm,1.380952381,0.74001287,1.095238095,0.43643578,1,0,1.095238095,0.43643578,1.80952381,1.123345344,,DIS
SCHWAN,schwan,3.363636364,1.398824491,1.045454545,0.213200716,1.045454545,0.213200716,1.181818182,0.394771017,1.045454545,0.213200716,HAP,HAP
SCHWEIN,schwein,1.952380952,1.160869953,1.523809524,1.030487633,1.047619048,0.21821789,1.142857143,0.478091444,2,1.264911064,,DIS
SCHWERT,schwert,1.4,1.095445115,1.4,0.820782682,1.1,0.307793506,1.9,1.020835571,1.15,0.366347549,,FEA
SCHWUR,schwur,1.727272727,1.03195691,1.363636364,0.581087203,1.227272727,0.528413455,1.409090909,0.854070974,1.136363636,0.467562529,,HAP
SEELE,seele,3.041666667,1.334465099,1.166666667,0.564659703,1.625,0.969648076,1.625,0.969648076,1.208333333,0.508977378,HAP,HAP
SEENOT,seenot,1,0,1.80952381,1.167006753,2.333333333,1.527525232,3.428571429,1.599106894,1.285714286,0.717137166,,FEA
SEEREISE,seereise,2.952380952,1.596126263,1.142857143,0.358568583,1.285714286,0.783763813,1.952380952,1.203170415,1.19047619,0.601585208,,HAP
SEEROSE,seerose,3.571428571,1.207121724,1,0,1.142857143,0.478091444,1,0,1.047619048,0.21821789,HAP,HAP
SEGEL,segel,2.6,1.354006401,1.24,0.597215762,1.28,0.613731755,1.6,0.866025404,1.12,0.439696865,,HAP
SEGEN,segen,3.260869565,1.388831795,1.173913043,0.49102619,1.173913043,0.576208131,1.130434783,0.457696587,1.130434783,0.457696587,HAP,HAP
SEHER,seher,1.826086957,1.154129893,1.47826087,0.73047713,1.304347826,0.634950435,1.652173913,0.934621734,1.130434783,0.344350222,,HAP
SEHNE,sehne,1.181818182,0.501081082,1.272727273,0.631085096,1.136363636,0.467562529,1.181818182,0.501081082,1.727272727,0.935125058,,DIS
SEIDE,seide,3.291666667,1.517411029,1.208333333,0.721060009,1.208333333,0.588229966,1.166666667,0.481543412,1.25,0.607918759,HAP,HAP
SEIFE,seife,2.5,1.371478174,1,0,1.045454545,0.213200716,1,0,1.090909091,0.294244943,HAP,HAP
SEIL,seil,1.909090909,1.150945405,1.363636364,0.657951695,1.090909091,0.426401433,1.545454545,0.911684612,1.136363636,0.351250087,,HAP
SEITE,seite,1.708333333,0.954584666,1.041666667,0.204124145,1.166666667,0.481543412,1.083333333,0.282329851,1,0,,HAP
SEKT,sekt,2.9,1.165287405,1.35,0.74515982,1.1,0.307793506,1.05,0.223606798,1.5,0.76088591,HAP,HAP
SEKTE,sekte,1.166666667,0.564659703,3.166666667,1.307725096,1.791666667,1.141287094,3,1.474419562,2.458333333,1.350657382,,ANG
SENAT,senat,1.565217391,1.036869719,2,1.167748416,1.304347826,0.822124886,1.304347826,0.822124886,1.347826087,0.714059817,,ANG
SENSE,sense,1.608695652,1.076151833,1.652173913,0.884651737,1.608695652,0.838783233,2.608695652,1.616368838,1.565217391,1.079818459,,FEA
SERBE,serbe,1.181818182,0.588489886,1.272727273,0.550481883,1.090909091,0.294244943,1.227272727,0.528413455,1.227272727,0.869143979,,ANG
SESSEL,sessel,2.714285714,1.189237451,1.095238095,0.43643578,1,0,1,0,1.095238095,0.43643578,HAP,HAP
SEUCHE,seuche,1,0,2.090909091,1.1916012,2.136363636,1.552124644,3.363636364,1.528941574,3.318181818,1.783158344,,FEA
SICHEL,sichel,1.272727273,0.767296936,1.5,0.912870929,1.227272727,0.685344417,2,1.069044968,1.136363636,0.351250087,,FEA
SIEB,sieb,1.7,1.174285897,1.3,0.732695097,1.3,0.801314709,1.2,0.523148364,1.1,0.307793506,,HAP
SIEG,sieg,3.434782609,1.471736357,2,1.279204298,1.652173913,1.027295463,2,1.087114613,1.260869565,0.688700443,,HAP
SIEGEL,siegel,1.428571429,1.075705748,1.047619048,0.21821789,1.047619048,0.21821789,1,0,1,0,,HAP
SIEGER,sieger,3.181818182,1.367526918,1.272727273,0.550481883,1.090909091,0.294244943,1.227272727,0.428932027,1,0,HAP,HAP
SIESTA,siesta,3.523809524,1.364516311,1,0,1,0,1,0,1.142857143,0.654653671,HAP,HAP
SILBE,silbe,1.454545455,0.962500351,1.227272727,0.611930449,1.136363636,0.467562529,1.181818182,0.501081082,1.181818182,0.501081082,,HAP
SILBER,silber,2.666666667,1.154700538,1,0,1.095238095,0.300792604,1,0,1,0,HAP,HAP
SINFONIE,sinfonie,3.19047619,1.249761882,1.047619048,0.21821789,1.476190476,0.980767435,1.047619048,0.21821789,1,0,HAP,HAP
SINN,sinn,2.863636364,1.245772071,1.409090909,0.666125321,1.363636364,0.657951695,1.772727273,1.109775532,1.181818182,0.664498639,,HAP
SINTFLUT,sintflut,1.095238095,0.300792604,1.761904762,0.995226703,2.238095238,1.640267109,2.80952381,1.503963019,1.142857143,0.358568583,,FEA
SIPPE,sippe,1.363636364,0.84771146,2.090909091,1.341963413,1.318181818,0.945483683,1.409090909,0.959121171,1.545454545,1.010764573,,ANG
SIRUP,sirup,2.173913043,1.114049693,1.173913043,0.576208131,1.086956522,0.417028828,1.086956522,0.417028828,1.826086957,1.192864159,,HAP
SITTE,sitte,1.5,0.978019294,1.583333333,0.974307632,1.291666667,0.907896119,1.208333333,0.588229966,1.375,1.013495887,,ANG
SITZUNG,sitzung,1.55,1.145931017,1.4,0.820782682,1,0,1.25,0.550119604,1.05,0.223606798,,HAP
SKALPELL,skalpell,1.2,0.615587011,1.15,0.366347549,1.3,0.801314709,2.8,1.361114095,2,1.213953957,,FEA
SKANDAL,skandal,1.4,0.994722918,2.5,1.192079121,1.15,0.489360485,1.7,0.801314709,1.25,0.910465468,,ANG
SKAT,skat,1.6,1.046296728,1.4,0.820782682,1.05,0.223606798,1.15,0.489360485,1.2,0.894427191,,HAP
SKELETT,skelett,1,0,1.19047619,0.511766316,1.238095238,0.43643578,1.904761905,1.220850601,2.476190476,1.400680107,,DIS
SKEPSIS,skepsis,1.25,0.638666374,1.8,1.00524938,1.4,0.680557047,1.75,0.910465468,1.25,0.716350399,,ANG
SKLAVE,sklave,1.2,0.695852374,3.65,1.598519051,2.75,1.681947493,2.2,1.50787407,1.55,0.998683344,,ANG
SKLAVIN,sklavin,1.19047619,0.601585208,3.19047619,1.364516311,2.142857143,1.352246808,1.666666667,1.110555417,1.714285714,0.902377811,,ANG
SKORPION,skorpion,1.4,0.753937035,1.2,0.523148364,1.05,0.223606798,2.8,1.23969436,2.3,1.525226472,,FEA
SKRUPEL,skrupel,1.15,0.489360485,2.1,1.119210248,1.5,1,1.75,1.019545823,1.1,0.307793506,,ANG
SMARAGD,smaragd,3.333333333,1.494434118,1,0,1,0,1,0,1,0,HAP,HAP
SNOB,snob,1.1,0.307793506,3.25,1.332784975,1.55,0.944513241,1.5,0.945905303,2.55,1.503504678,,ANG
SODOM,sodom,1.5,1.021507837,1.666666667,1.129319405,1.583333333,0.775531608,1.666666667,0.868114732,2,1.251086484,,DIS
SOFA,sofa,3.285714286,1.189237451,1.095238095,0.300792604,1,0,1,0,1.380952381,0.973457265,HAP,HAP
SOHLE,sohle,1.272727273,0.767296936,1.136363636,0.467562529,1,0,1,0,1.318181818,0.567900363,,DIS
SOHN,sohn,2.85,1.348488433,1.4,0.753937035,1.35,0.933302004,1.7,1.128576187,1,0,,HAP
SOLDAT,soldat,1.318181818,0.838727133,2.909090909,1.411149174,2,1.112697281,2.409090909,1.259595207,1.409090909,0.796366206,,ANG
SOLIST,solist,2.380952381,1.283596139,1.095238095,0.300792604,1.238095238,0.43643578,1.333333333,0.577350269,1.047619048,0.21821789,,HAP
SOMMER,sommer,4.380952381,1.116968687,1.095238095,0.300792604,1.047619048,0.21821789,1,0,1.047619048,0.21821789,HAP,HAP
SONNE,sonne,4.476190476,0.74960307,1.095238095,0.43643578,1.047619048,0.21821789,1.095238095,0.300792604,1.047619048,0.21821789,HAP,HAP
SONNTAG,sonntag,3.6,1.313893371,1.15,0.366347549,1.15,0.366347549,1,0,1,0,HAP,HAP
SORGE,sorge,1.090909091,0.426401433,2.363636364,1.364357674,2.5,1.224744871,3.090909091,1.1916012,1.136363636,0.467562529,,FEA
SORGEN,sorgen,1.047619048,0.21821789,2.238095238,1.179184545,2.714285714,1.383577144,3.142857143,1.525965736,1.095238095,0.300792604,,FEA
SORGFALT,sorgfalt,2.857142857,1.31475147,1.19047619,0.511766316,1.095238095,0.300792604,1.142857143,0.478091444,1,0,HAP,HAP
SORTE,sorte,1.636363636,1.002162165,1.181818182,0.588489886,1.090909091,0.426401433,1.090909091,0.426401433,1.136363636,0.467562529,,HAP
SOUVENIR,souvenir,2.952380952,1.244033379,1.19047619,0.402373908,1.285714286,0.643650304,1.095238095,0.43643578,1.047619048,0.21821789,HAP,HAP
SPANNUNG,spannung,2.35,1.386969434,1.7,0.97872097,1.2,0.410391341,2,1.169795304,1.2,0.523148364,,HAP
SPARGEL,spargel,2.380952381,1.321975434,1,0,1,0,1.047619048,0.21821789,1.80952381,1.289148852,,HAP
SPAß,spaß,4.238095238,1.220850601,1.380952381,0.864649668,1.333333333,0.912870929,1.19047619,0.511766316,1.238095238,0.889087279,HAP,HAP
SPENDE,spende,2.818181818,1.258735709,1.181818182,0.394771017,1.136363636,0.351250087,1.090909091,0.294244943,1,0,HAP,HAP
SPESEN,spesen,1.5,0.963624112,1.636363636,0.953462589,1.045454545,0.213200716,1.045454545,0.213200716,1.090909091,0.426401433,,ANG
SPEZIAL,spezial,2.095238095,1.135991281,1.095238095,0.43643578,1,0,1,0,1.047619048,0.21821789,,HAP
SPIEGEL,spiegel,2.428571429,1.468721504,1.476190476,0.74960307,1.142857143,0.478091444,1.238095238,0.538958431,1.047619048,0.21821789,,HAP
SPIEL,spiel,3.434782609,1.440520328,1.47826087,0.790256875,1.043478261,0.208514414,1.086956522,0.288104066,1.043478261,0.208514414,HAP,HAP
SPINNE,spinne,1.095238095,0.300792604,1.428571429,0.810643483,1.095238095,0.300792604,2.333333333,1.316561177,3.523809524,1.470341716,,DIS
SPINNER,spinner,1.65,1.268027893,2.05,1.050062655,1.05,0.223606798,1.2,0.410391341,1,0,,ANG
SPION,spion,1.782608696,1.346933276,2.434782609,1.342524317,1.47826087,1.038773981,2.47826087,1.162660164,1.47826087,0.994053466,,FEA
SPIONAGE,spionage,1.285714286,0.902377811,2.857142857,1.38873015,1.428571429,0.978336781,2.523809524,1.364516311,1.476190476,1.209092537,,ANG
SPITZEL,spitzel,1.142857143,0.654653671,3.333333333,1.390443574,1.380952381,0.973457265,1.857142857,1.31475147,1.619047619,1.203170415,ANG,ANG
SPORT,sport,2.869565217,1.391674852,1.782608696,1.126398998,1.086956522,0.417028828,1.304347826,0.634950435,1.347826087,0.775106776,,HAP
SPOTT,spott,1.285714286,0.956182887,3.380952381,1.116968687,2.19047619,1.249761882,2.238095238,1.220850601,1.904761905,1.220850601,ANG,ANG
SPRACHE,sprache,2.714285714,1.553797192,1.142857143,0.478091444,1.047619048,0.21821789,1.095238095,0.300792604,1,0,HAP,HAP
SPRITZE,spritze,1.19047619,0.872871561,1.571428571,1.247855303,1.19047619,0.872871561,2.428571429,1.39897922,2.047619048,1.321975434,,FEA
SPRUNG,sprung,2.238095238,1.179184545,1.19047619,0.679635757,1.095238095,0.300792604,1.666666667,0.856348839,1,0,,HAP
SPUK,spuk,1.761904762,1.091089451,1.476190476,0.872871561,1.238095238,0.700340053,2.523809524,1.503963019,1.476190476,0.92838826,,FEA
SPULE,spule,1.333333333,0.701964118,1.208333333,0.588229966,1.083333333,0.40824829,1.083333333,0.40824829,1.333333333,0.761386988,,
STAAT,staat,1.583333333,0.928611243,2.375,1.312564698,1.25,0.607918759,1.625,1.134920032,1.458333333,0.883627241,,ANG
STAMM,stamm,1.739130435,1.214210979,1.130434783,0.344350222,1.217391304,0.421741168,1.217391304,0.599736438,1,0,,HAP
STÄRKE,stärke,2.772727273,1.411915895,1.045454545,0.213200716,1,0,1.227272727,0.528413455,1.090909091,0.294244943,HAP,HAP
STARRE,starre,1.181818182,0.852802865,1.636363636,0.902137913,1.636363636,1.002162165,2.318181818,1.286796082,1.181818182,0.664498639,,FEA
STAU,stau,1.2,0.894427191,3.75,1.517442447,1.45,1.099042646,1.95,1.145931017,1.7,1.260743306,ANG,ANG
STAUB,staub,1.375,0.969648076,2.166666667,1.239448218,1.166666667,0.481543412,1.041666667,0.204124145,2.041666667,1.160178647,,ANG
STEAK,steak,2.428571429,1.535298947,1.428571429,0.870139562,1.238095238,0.700340053,1.19047619,0.511766316,2.285714286,1.553797192,,HAP
STEG,steg,2.636363636,1.292669978,1.181818182,0.501081082,1.227272727,0.428932027,2.045454545,1.0900971,1.181818182,0.394771017,,HAP
STEIN,stein,1.956521739,1.460954261,1.434782609,0.787752093,1.434782609,0.787752093,1.391304348,0.891328449,1.086956522,0.417028828,,HAP
STELLE,stelle,1.409090909,0.796366206,1.227272727,0.428932027,1.090909091,0.294244943,1.181818182,0.394771017,1.045454545,0.213200716,,HAP
STELZE,stelze,1.363636364,0.789542034,1,0,1.045454545,0.213200716,1.363636364,0.657951695,1.227272727,0.611930449,,
STEMPEL,stempel,1.523809524,1.030487633,1.19047619,0.679635757,1,0,1,0,1.142857143,0.654653671,,HAP
STEREO,stereo,2,1.154700538,1.090909091,0.294244943,1,0,1.045454545,0.213200716,1.045454545,0.213200716,,HAP
STERN,stern,3.652173913,1.401580136,1.086956522,0.417028828,1.347826087,0.647280721,1.173913043,0.49102619,1.086956522,0.417028828,HAP,HAP
STEUER,steuer,1.047619048,0.21821789,2.714285714,1.45405836,1.285714286,0.902377811,1.80952381,1.030487633,1.142857143,0.478091444,,ANG
STICH,stich,1.217391304,0.671262158,2.434782609,1.375965346,1.52173913,1.038773981,2.391304348,1.499670583,2.086956522,1.124643114,,ANG
STIEFEL,stiefel,2.380952381,1.4309504,1.047619048,0.21821789,1,0,1.047619048,0.21821789,1,0,,HAP
STIER,stier,1.92,1.382027496,1.52,0.871779789,1.28,0.73711148,2.52,1.357694124,1.32,0.690410506,,FEA
STIMMUNG,stimmung,2.571428571,1.39897922,1.380952381,0.973457265,1.571428571,1.075705748,1.476190476,1.030487633,1.047619048,0.21821789,,HAP
STOLZ,stolz,3.166666667,1.274044115,2.041666667,1.197067673,1.416666667,1.017954755,1.666666667,1.090140265,1.375,0.969648076,,HAP
STORCH,storch,2.80952381,1.364516311,1,0,1.047619048,0.21821789,1.095238095,0.300792604,1.095238095,0.300792604,HAP,HAP
STRAFE,strafe,1,0,2.85,1.182103388,1.8,0.833508753,2.35,1.268027893,1.15,0.366347549,,ANG
STRAFTAT,straftat,1,0,3.095238095,1.410842369,1.714285714,1.346954236,2.380952381,1.283596139,1.238095238,0.538958431,,ANG
STRAND,strand,3.952380952,1.564486832,1.047619048,0.21821789,1.095238095,0.300792604,1,0,1.047619048,0.21821789,HAP,HAP
STRAPAZE,strapaze,1.19047619,0.511766316,2.761904762,1.179184545,1.333333333,0.795822426,1.666666667,0.795822426,1.19047619,0.511766316,,ANG
STRAßE,straße,1.714285714,1.055597326,1.19047619,0.402373908,1,0,1.19047619,0.511766316,1.095238095,0.43643578,,HAP
STRAUß,strauß,2.954545455,1.557692822,1.045454545,0.213200716,1.045454545,0.213200716,1.045454545,0.213200716,1.090909091,0.294244943,HAP,HAP
STREICH,streich,2.142857143,1.276154939,1.904761905,1.135991281,1.095238095,0.300792604,1.238095238,0.43643578,1,0,,HAP
STREIK,streik,1.318181818,0.646334989,2.5,1.057850471,1.136363636,0.351250087,1.363636364,0.7267314,1.090909091,0.426401433,ANG,ANG
STREIT,streit,1,0,3.047619048,1.244033379,2.428571429,1.434274331,2.380952381,1.499206139,1.047619048,0.21821789,,ANG
STRUMPF,strumpf,1.75,1.118033989,1,0,1.05,0.223606798,1,0,1.2,0.523148364,,HAP
STUBE,stube,2.5,1.057850471,1.045454545,0.213200716,1.045454545,0.213200716,1.045454545,0.213200716,1.090909091,0.426401433,HAP,HAP
STUFE,stufe,1.454545455,1.010764573,1.272727273,0.631085096,1.181818182,0.501081082,1.318181818,0.646334989,1.090909091,0.426401433,,HAP
STUHL,stuhl,1.681818182,1.086118631,1.136363636,0.467562529,1.136363636,0.467562529,1.090909091,0.426401433,1.272727273,0.935125058,,HAP
STUNDE,stunde,1.363636364,0.657951695,1.318181818,0.779887882,1.136363636,0.351250087,1.136363636,0.351250087,1,0,,HAP
STURM,sturm,2.590909091,1.593411761,1.590909091,1.221205139,1.181818182,0.588489886,2.363636364,1.09307145,1.045454545,0.213200716,,HAP
STURZ,sturz,1.304347826,0.926124997,2.52173913,1.309738531,1.869565217,1.217461884,3.043478261,1.330695678,1.173913043,0.387553388,,FEA
STUTE,stute,2.833333333,1.239448218,1.041666667,0.204124145,1.083333333,0.282329851,1.166666667,0.380693494,1.208333333,0.508977378,HAP,HAP
SUCHE,suche,1.913043478,1.239979599,1.956521739,1.021507837,1.695652174,0.973969507,2.043478261,1.147260011,1.086956522,0.417028828,,FEA
SUCHT,sucht,1.181818182,0.852802865,2.818181818,1.296014537,2.318181818,1.210523839,2.772727273,1.231793821,2.363636364,1.465328,,ANG
SUMPF,sumpf,1.608695652,1.117591991,1.304347826,0.558795995,1.304347826,0.634950435,2.434782609,1.273009568,2.52173913,1.377400886,,DIS
SUPPE,suppe,2.44,1.325393023,1.12,0.439696865,1.08,0.4,1,0,1.2,0.40824829,,HAP
SYMPTOM,symptom,1.3,0.923380517,1.4,0.88257995,1.4,0.820782682,2.2,1.105012503,1.15,0.366347549,,FEA
SZENE,szene,1.772727273,0.922306538,1.727272727,1.120451362,1.227272727,0.528413455,1.363636364,0.7267314,1.227272727,0.611930449,,HAP
TABAK,tabak,1.909090909,1.411149174,2.454545455,1.299350487,1.272727273,0.767296936,1.454545455,0.800432783,2.545454545,1.335496081,,DIS
TABLETT,tablett,1.571428571,1.028174527,1,0,1.142857143,0.654653671,1.095238095,0.43643578,1,0,,HAP
TABLETTE,tablette,1.142857143,0.358568583,1.333333333,0.795822426,1.285714286,0.717137166,1.714285714,1.055597326,1.619047619,0.920662287,,FEA
TADEL,tadel,1.291666667,0.907896119,3.166666667,1.239448218,1.875,1.034723235,2.375,1.17260394,1.416666667,0.717281502,,ANG
TAFEL,tafel,1.708333333,0.907896119,1.291666667,0.624093546,1.083333333,0.40824829,1.333333333,0.816496581,1.333333333,0.916831342,,HAP
TAGUNG,tagung,1.409090909,1.05375026,1.363636364,0.581087203,1.045454545,0.213200716,1.227272727,0.428932027,1.272727273,0.88273483,,HAP
TAIFUN,taifun,1.227272727,0.751621624,2,1.272418021,1.818181818,1.367526918,3.363636364,1.465328,1.181818182,0.394771017,,FEA
TAKTIK,taktik,1.863636364,0.833549755,1.545454545,0.670981706,1.090909091,0.294244943,1.409090909,0.590326053,1,0,,HAP
TALENT,talent,2.952380952,1.244033379,1,0,1.095238095,0.300792604,1.142857143,0.358568583,1,0,HAP,HAP
TALER,taler,2.84,1.247664485,1.36,0.952190457,1.24,0.830662386,1.24,0.830662386,1.12,0.331662479,HAP,HAP
TAMPON,tampon,1.227272727,0.685344417,1.409090909,0.796366206,1.045454545,0.213200716,1.090909091,0.294244943,2.5,1.405770421,,DIS
TANDEM,tandem,1.619047619,0.804747816,1,0,1,0,1.095238095,0.43643578,1.095238095,0.43643578,,HAP
TANNE,tanne,2.739130435,1.657418346,1.130434783,0.457696587,1.217391304,0.599736438,1.086956522,0.417028828,1.130434783,0.457696587,,HAP
TANTE,tante,2.15,1.225818738,1.4,0.940324692,1.4,0.994722918,1.25,0.910465468,1.2,0.894427191,,HAP
TARIF,tarif,1.28,0.73711148,2.08,1.037625494,1.24,0.723417814,1.36,0.810349719,1.36,0.810349719,,ANG
TARNUNG,tarnung,1.333333333,0.966091783,1.333333333,0.577350269,1.238095238,0.700340053,1.571428571,0.9258201,1.142857143,0.358568583,,FEA
TASCHE,tasche,2.2,1.196486083,1.1,0.307793506,1.05,0.223606798,1,0,1.05,0.223606798,,HAP
TASSE,tasse,1.958333333,1.334465099,1.083333333,0.282329851,1.125,0.448427203,1,0,1.041666667,0.204124145,,HAP
TASTE,taste,1.68,1.069267662,1.36,0.7,1.12,0.439696865,1.08,0.4,1.24,0.597215762,,HAP
TATORT,tatort,1.5,1.100239208,2.15,1.268027893,2.1,1.333771858,2.35,1.460893742,1.4,0.994722918,,FEA
TATSACHE,tatsache,1.380952381,0.74001287,1.238095238,0.538958431,1.19047619,0.511766316,1.142857143,0.478091444,1.095238095,0.43643578,,HAP
TAUBE,taube,2.375,1.468880082,1.625,1.013495887,1.083333333,0.282329851,1.166666667,0.637022057,2.291666667,1.428869017,,HAP
TAUFE,taufe,2.565217391,1.308228746,1.130434783,0.457696587,1.304347826,0.702901946,1.173913043,0.49102619,1.173913043,0.49102619,,HAP
TAUMEL,taumel,1.55,0.759154655,1.4,0.680557047,1.4,0.994722918,1.75,1.164157703,1.15,0.489360485,,FEA
TEDDY,teddy,3.375,1.244553351,1.166666667,0.816496581,1.541666667,1.020620726,1.208333333,0.832970936,1,0,HAP,HAP
TEIL,teil,1.75,1.164157703,1.1,0.307793506,1.05,0.223606798,1.1,0.307793506,1.05,0.223606798,,HAP
TELEFON,telefon,2.428571429,1.325572653,1.19047619,0.402373908,1.047619048,0.21821789,1,0,1,0,,HAP
TELLER,teller,1.9,1.372665482,1.2,0.615587011,1,0,1.05,0.223606798,1.1,0.307793506,,HAP
TEMPEL,tempel,2.35,1.424411236,1.15,0.366347549,1.2,0.410391341,1.25,0.444261658,1.05,0.223606798,,HAP
TEMPO,tempo,2.608695652,1.196173081,1.608695652,0.891328449,1.086956522,0.288104066,2,0.852802865,1.173913043,0.49102619,,HAP
TENDENZ,tendenz,1.428571429,0.978336781,1.142857143,0.478091444,1.047619048,0.21821789,1,0,1,0,,HAP
TENOR,tenor,2.12,1.268857754,1.16,0.472581563,1.16,0.472581563,1.08,0.4,1.28,0.678232998,,HAP
TEPPICH,teppich,1.857142857,1.352246808,1,0,1.142857143,0.478091444,1,0,1.095238095,0.300792604,,HAP
TERROR,terror,1.15,0.670820393,3.65,1.386969434,2.85,1.565247584,3.6,1.313893371,1.35,0.74515982,,ANG
TEST,test,1.5,1.10194633,2.090909091,1.269011273,1.363636364,0.581087203,3.045454545,1.252702706,1.636363636,1.176979773,,FEA
TEUFEL,teufel,1.3,0.923380517,1.85,1.308876577,1.4,0.753937035,2.55,1.66938375,1.5,1.147078669,,FEA
THEATER,theater,3.8,1.00524938,1.3,0.801314709,1.4,0.994722918,1.05,0.223606798,1,0,HAP,HAP
THEKE,theke,2.08,1.351542329,1.16,0.472581563,1.16,0.472581563,1.16,0.472581563,1.24,0.597215762,,HAP
THEMA,thema,1.590909091,0.908116361,1.454545455,0.800432783,1.227272727,0.611930449,1.318181818,0.646334989,1.272727273,0.631085096,,HAP
THERAPIE,therapie,2.285714286,1.346954236,1.238095238,0.538958431,1.523809524,0.813575296,1.714285714,0.845154255,1.095238095,0.300792604,,HAP
